kind,task,machine_selectable,process_time
0,0,"(13, 11, 0, 7, 15, 12, 16, 5, 9, 1, 10, 14, 2, 18, 19, 4, 17, 8)","(17, 14, 18, 3, 19, 13, 10, 2, 15, 10, 7, 2, 7, 12, 5, 3, 5, 4)"
0,1,"(4, 0, 7, 17, 10, 8, 14, 15, 6, 19, 16, 13, 5, 9, 1, 18)","(12, 4, 7, 17, 10, 15, 14, 11, 7, 20, 7, 10, 18, 1, 4, 1)"
0,2,"(5, 17, 1, 13, 0, 10, 9, 11, 7, 8)","(20, 17, 9, 1, 6, 10, 17, 11, 9, 3)"
0,3,"(14, 6, 3, 15, 17, 12)","(11, 9, 15, 7, 16, 8)"
0,4,"(18,)","(8,)"
0,5,"(8, 1, 0, 16, 17, 4, 19, 11, 18, 3, 6, 9, 12, 2, 13, 7)","(12, 15, 9, 14, 2, 11, 18, 4, 10, 11, 9, 10, 9, 11, 19, 10)"
0,6,"(6, 16, 14, 11, 10, 5, 15, 0, 8, 18, 19, 13, 17, 9, 12, 1, 4, 7, 2)","(11, 9, 10, 15, 3, 6, 2, 2, 3, 5, 9, 15, 5, 5, 11, 3, 15, 20, 6)"
1,0,"(5,)","(19,)"
1,1,"(16, 14, 6, 1, 19, 5, 18, 3, 15, 9, 8, 11, 7, 12, 0, 17, 4, 2)","(5, 2, 14, 5, 11, 9, 13, 9, 14, 14, 11, 2, 4, 7, 20, 13, 12, 14)"
1,2,"(10, 1, 2, 11, 16, 7, 9, 14, 12, 17, 18, 15, 4)","(3, 14, 1, 14, 6, 15, 5, 16, 2, 20, 6, 14, 20)"
1,3,"(6,)","(8,)"
1,4,"(9, 5, 3, 7, 11, 19, 8, 18, 1)","(9, 8, 20, 9, 9, 18, 13, 8, 4)"
1,5,"(17, 11, 12, 15)","(14, 16, 14, 11)"
1,6,"(8, 4, 11, 15, 12, 19, 9, 1, 6, 3, 5, 0, 13, 7, 10, 2, 18, 16, 17)","(13, 11, 9, 14, 18, 16, 20, 19, 6, 6, 3, 13, 5, 2, 17, 14, 14, 18, 3)"
2,0,"(11, 4, 12, 15, 7, 9, 13, 14, 0, 2, 6)","(20, 3, 13, 13, 1, 1, 9, 20, 9, 9, 11)"
