seq,compact_machine_id,compact_machine_label,type,op,start,end,duration
1,1,M1,7,0,0.0,6.0,6.0
2,1,M1,10,1,6.0,9.0,3.0
3,1,M1,10,1,9.0,12.0,3.0
4,1,M1,12,3,12.0,19.0,7.0
5,1,M1,14,3,19.0,20.0,1.0
6,1,M1,10,1,20.0,23.0,3.0
7,1,M1,12,3,23.0,30.0,7.0
8,1,M1,14,3,30.0,31.0,1.0
9,1,M1,10,1,31.0,34.0,3.0
10,1,M1,13,0,34.0,40.0,6.0
11,1,M1,5,5,40.0,42.0,2.0
12,1,M1,6,2,42.0,43.0,1.0
13,1,M1,6,2,43.0,44.0,1.0
14,1,M1,6,2,44.0,45.0,1.0
15,1,M1,13,0,45.0,51.0,6.0
16,1,M1,6,2,51.0,52.0,1.0
17,1,M1,13,0,52.0,58.0,6.0
18,1,M1,7,0,58.0,64.0,6.0
19,1,M1,13,0,64.0,70.0,6.0
20,1,M1,5,5,70.0,72.0,2.0
21,1,M1,8,7,72.0,73.0,1.0
22,1,M1,8,8,73.0,80.0,7.0
23,1,M1,8,7,80.0,81.0,1.0
24,1,M1,8,8,81.0,88.0,7.0
25,1,M1,7,0,88.0,94.0,6.0
26,1,M1,9,5,94.0,98.0,4.0
27,1,M1,13,0,98.0,104.0,6.0
28,1,M1,9,5,104.0,108.0,4.0
29,1,M1,14,3,108.0,109.0,1.0
30,1,M1,13,0,109.0,115.0,6.0
31,1,M1,7,0,115.0,121.0,6.0
32,1,M1,13,0,121.0,127.0,6.0
33,1,M1,6,9,127.0,131.0,4.0
34,1,M1,5,5,131.0,133.0,2.0
35,1,M1,9,5,133.0,137.0,4.0
36,1,M1,9,5,137.0,141.0,4.0
37,1,M1,8,7,141.0,142.0,1.0
38,1,M1,8,8,142.0,149.0,7.0
39,1,M1,10,1,149.0,152.0,3.0
40,1,M1,6,9,152.0,156.0,4.0
41,1,M1,9,5,156.0,160.0,4.0
42,1,M1,8,7,160.0,161.0,1.0
43,1,M1,8,8,161.0,168.0,7.0
44,1,M1,14,3,168.0,169.0,1.0
45,1,M1,4,5,169.0,181.0,12.0
46,1,M1,12,8,181.0,188.0,7.0
47,1,M1,6,9,188.0,192.0,4.0
48,1,M1,12,3,192.0,199.0,7.0
49,1,M1,12,8,199.0,206.0,7.0
50,1,M1,12,3,206.0,213.0,7.0
51,1,M1,6,9,213.0,217.0,4.0
52,1,M1,10,1,217.0,220.0,3.0
